GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013
Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013
0500000US01001,01001,"Autauga County, Alabama",54571,54571,54613,55278,55265,55246
0500000US01003,01003,"Baldwin County, Alabama",182265,182265,183223,186727,190675,195540
0500000US01005,01005,"Barbour County, Alabama",27457,27457,27341,27301,27232,27076
0500000US01007,01007,"Bibb County, Alabama",22915,22919,22883,22770,22662,22512
0500000US01009,01009,"Blount County, Alabama",57322,57322,57352,57742,57807,57872
0500000US01011,01011,"Bullock County, Alabama",10914,10915,10881,10618,10605,10639
0500000US01013,01013,"Butler County, Alabama",20947,20946,20944,20662,20384,20265
0500000US01015,01015,"Calhoun County, Alabama",118572,118572,118448,117769,117253,116736
0500000US01017,01017,"Chambers County, Alabama",34215,34170,34110,33995,34074,34162
0500000US01019,01019,"Cherokee County, Alabama",25989,25986,25968,26088,26056,26203
0500000US01021,01021,"Chilton County, Alabama",43643,43642,43700,43786,43800,43951
0500000US01023,01023,"Choctaw County, Alabama",13859,13858,13849,13598,13585,13426
0500000US01025,01025,"Clarke County, Alabama",25833,25840,25786,25615,25220,25207
0500000US01027,01027,"Clay County, Alabama",13932,13932,13886,13678,13458,13486
0500000US01029,01029,"Cleburne County, Alabama",14972,14972,14969,14960,14885,14994
0500000US01031,01031,"Coffee County, Alabama",49948,49948,50182,50503,51276,50938
0500000US01033,01033,"Colbert County, Alabama",54428,54428,54506,54406,54424,54520
0500000US01035,01035,"Conecuh County, Alabama",13228,13228,13218,13130,13009,12887
0500000US01037,01037,"Coosa County, Alabama",11539,11544,11563,11117,11000,10898
0500000US01039,01039,"Covington County, Alabama",37765,37765,37790,38053,37856,37886
0500000US01041,01041,"Crenshaw County, Alabama",13906,13906,13867,13915,13981,13986
0500000US01043,01043,"Cullman County, Alabama",80406,80408,80449,80477,80409,80811
0500000US01045,01045,"Dale County, Alabama",50251,50251,50341,50085,50348,49884
0500000US01047,01047,"Dallas County, Alabama",43820,43820,43840,43167,42692,41996
0500000US01049,01049,"DeKalb County, Alabama",71109,71115,71106,71422,70977,71013
0500000US01051,01051,"Elmore County, Alabama",79303,79296,79512,80010,80417,80902
0500000US01053,01053,"Escambia County, Alabama",38319,38319,38314,38230,38070,37983
0500000US01055,01055,"Etowah County, Alabama",104430,104427,104498,104323,104311,103931
0500000US01057,01057,"Fayette County, Alabama",17241,17241,17250,17074,17005,16909
0500000US01059,01059,"Franklin County, Alabama",31704,31709,31757,31765,31685,31532
0500000US01061,01061,"Geneva County, Alabama",26790,26790,26793,26815,26969,26727
0500000US01063,01063,"Greene County, Alabama",9045,9045,8991,8905,8848,8744
0500000US01065,01065,"Hale County, Alabama",15760,15760,15732,15389,15420,15406
0500000US01067,01067,"Henry County, Alabama",17302,17302,17290,17424,17285,17296
0500000US01069,01069,"Houston County, Alabama",101547,101547,101793,102371,103298,103668
0500000US01071,01071,"Jackson County, Alabama",53227,53226,53159,53235,53048,52951
0500000US01073,01073,"Jefferson County, Alabama",658466,658474,658514,657998,658327,659479
0500000US01075,01075,"Lamar County, Alabama",14564,14564,14499,14292,14265,14236
0500000US01077,01077,"Lauderdale County, Alabama",92709,92709,92723,92601,92682,92797
0500000US01079,01079,"Lawrence County, Alabama",34339,34339,34309,34055,33777,33587
0500000US01081,01081,"Lee County, Alabama",140247,140296,140850,143869,147808,150933
0500000US01083,01083,"Limestone County, Alabama",82782,82782,83227,85537,87384,88845
0500000US01085,01085,"Lowndes County, Alabama",11299,11299,11278,11116,10846,10703
0500000US01087,01087,"Macon County, Alabama",21452,21450,21541,21215,20383,19688
0500000US01089,01089,"Madison County, Alabama",334811,334811,336204,339681,342762,346892
0500000US01091,01091,"Marengo County, Alabama",21027,21029,20941,20689,20389,20155
0500000US01093,01093,"Marion County, Alabama",30776,30777,30814,30741,30538,30334
0500000US01095,01095,"Marshall County, Alabama",93019,93019,93188,93921,94413,94760
0500000US01097,01097,"Mobile County, Alabama",412992,413002,413290,412989,413590,414079
0500000US01099,01099,"Monroe County, Alabama",23068,23070,23004,22803,22629,22236
0500000US01101,01101,"Montgomery County, Alabama",229363,229363,229805,231535,229293,226659
0500000US01103,01103,"Morgan County, Alabama",119490,119488,119553,119916,120157,119787
0500000US01105,01105,"Perry County, Alabama",10591,10581,10534,10513,10194,10020
0500000US01107,01107,"Pickens County, Alabama",19746,19746,19703,19333,19331,19401
0500000US01109,01109,"Pike County, Alabama",32899,32899,32958,32913,33113,33339
0500000US01111,01111,"Randolph County, Alabama",22913,22914,22931,22855,22720,22727
0500000US01113,01113,"Russell County, Alabama",52947,52949,53246,55008,57721,59585
0500000US01115,01115,"St. Clair County, Alabama",83593,83598,83811,84309,85167,86308
0500000US01117,01117,"Shelby County, Alabama",195085,195078,195844,198117,200983,204180
0500000US01119,01119,"Sumter County, Alabama",13763,13763,13747,13499,13407,13361
0500000US01121,01121,"Talladega County, Alabama",82291,82291,82039,81748,81666,81096
0500000US01123,01123,"Tallapoosa County, Alabama",41616,41618,41490,41460,41157,41203
0500000US01125,01125,"Tuscaloosa County, Alabama",194656,194653,195039,196772,198694,200821
0500000US01127,01127,"Walker County, Alabama",67023,67023,66992,66603,66169,65998
0500000US01129,01129,"Washington County, Alabama",17581,17583,17599,17336,17115,16877
0500000US01131,01131,"Wilcox County, Alabama",11670,11665,11582,11490,11406,11307
0500000US01133,01133,"Winston County, Alabama",24484,24483,24411,24310,24153,24146
0500000US02013,02013,"Aleutians East Borough, Alaska",3141,3141,3158,3183,3139,3092
0500000US02016,02016,"Aleutians West Census Area, Alaska",5561,5561,5543,5541,5560,5511
0500000US02020,02020,"Anchorage Municipality, Alaska",291826,291826,293357,295907,298294,300950
0500000US02050,02050,"Bethel Census Area, Alaska",17013,17013,17068,17441,17653,17758
0500000US02060,02060,"Bristol Bay Borough, Alaska",997,997,1002,1036,987,960
0500000US02068,02068,"Denali Borough, Alaska",1826,1826,1828,1833,1860,1867
0500000US02070,02070,"Dillingham Census Area, Alaska",4847,4847,4868,4974,4986,5010
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",97581,97581,98190,99276,100141,100436
0500000US02100,02100,"Haines Borough, Alaska",2508,2508,2510,2563,2580,2592
0500000US02105,02105,"Hoonah-Angoon Census Area, Alaska",2150,2150,2150,2124,2141,2145
0500000US02110,02110,"Juneau City and Borough, Alaska",31275,31275,31385,32144,32441,32660
0500000US02122,02122,"Kenai Peninsula Borough, Alaska",55400,55400,55582,56405,56884,57147
0500000US02130,02130,"Ketchikan Gateway Borough, Alaska",13477,13477,13542,13669,13742,13729
0500000US02150,02150,"Kodiak Island Borough, Alaska",13592,13592,13622,13869,14118,14135
0500000US02164,02164,"Lake and Peninsula Borough, Alaska",1631,1631,1635,1650,1632,1648
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",88995,88995,89787,91886,93845,95192
0500000US02180,02180,"Nome Census Area, Alaska",9492,9492,9543,9868,9857,9892
0500000US02185,02185,"North Slope Borough, Alaska",9430,9430,9465,9531,9634,9686
0500000US02188,02188,"Northwest Arctic Borough, Alaska",7523,7523,7531,7711,7724,7685
0500000US02195,02195,"Petersburg Census Area, Alaska",3815,3819,3822,3838,3827,3774
0500000US02198,02198,"Prince of Wales-Hyder Census Area, Alaska",5559,5559,5595,5757,5756,5786
0500000US02220,02220,"Sitka City and Borough, Alaska",8881,8881,8898,8920,9044,9020
0500000US02230,02230,"Skagway Municipality, Alaska",968,968,965,957,988,995
0500000US02240,02240,"Southeast Fairbanks Census Area, Alaska",7029,7029,7050,7107,7138,6985
0500000US02261,02261,"Valdez-Cordova Census Area, Alaska",9636,9636,9683,9745,9728,9763
0500000US02270,02270,"Wade Hampton Census Area, Alaska",7459,7459,7474,7664,7804,7977
0500000US02275,02275,"Wrangell City and Borough, Alaska",2369,2365,2365,2376,2391,2400
0500000US02282,02282,"Yakutat City and Borough, Alaska",662,662,660,656,658,642
0500000US02290,02290,"Yukon-Koyukuk Census Area, Alaska",5588,5588,5590,5744,5755,5695
0500000US04001,04001,"Apache County, Arizona",71518,71518,71749,72349,72852,71934
0500000US04003,04003,"Cochise County, Arizona",131346,131346,131412,132488,131735,129473
0500000US04005,04005,"Coconino County, Arizona",134421,134437,133929,134166,135862,136539
0500000US04007,04007,"Gila County, Arizona",53597,53597,53514,53478,53071,53053
0500000US04009,04009,"Graham County, Arizona",37220,37220,36804,37002,37026,37482
0500000US04011,04011,"Greenlee County, Arizona",8437,8437,8344,8594,8775,9049
0500000US04012,04012,"La Paz County, Arizona",20489,20489,20458,20449,20294,20324
0500000US04013,04013,"Maricopa County, Arizona",3817117,3817118,3823019,3868981,3940612,4009412
0500000US04015,04015,"Mohave County, Arizona",200186,200186,200134,202399,203142,203030
0500000US04017,04017,"Navajo County, Arizona",107449,107449,107627,107232,106878,107322
0500000US04019,04019,"Pima County, Arizona",980263,980263,982018,987910,992395,996554
0500000US04021,04021,"Pinal County, Arizona",375770,375770,385751,383690,387020,389350
0500000US04023,04023,"Santa Cruz County, Arizona",47420,47420,47264,47341,47224,46768
0500000US04025,04025,"Yavapai County, Arizona",211033,211015,210137,210867,212530,215133
0500000US04027,04027,"Yuma County, Arizona",195751,195750,196630,201850,201733,201201
0500000US05001,05001,"Arkansas County, Arkansas",19019,19018,19012,18890,18970,18777
0500000US05003,05003,"Ashley County, Arkansas",21853,21853,21835,21663,21526,21283
0500000US05005,05005,"Baxter County, Arkansas",41513,41513,41554,41276,41055,40957
0500000US05007,05007,"Benton County, Arkansas",221339,221344,222896,227724,232658,237297
0500000US05009,05009,"Boone County, Arkansas",36903,36903,36892,37040,37321,37396
0500000US05011,05011,"Bradley County, Arkansas",11508,11508,11486,11464,11352,11249
0500000US05013,05013,"Calhoun County, Arkansas",5368,5368,5330,5286,5317,5241
0500000US05015,05015,"Carroll County, Arkansas",27446,27446,27561,27490,27639,27808
0500000US05017,05017,"Chicot County, Arkansas",11800,11800,11796,11678,11443,11335
0500000US05019,05019,"Clark County, Arkansas",22995,22995,22948,22957,22811,22743
0500000US05021,05021,"Clay County, Arkansas",16083,16083,16058,15843,15592,15402
0500000US05023,05023,"Cleburne County, Arkansas",25970,25970,25990,25944,25788,25686
0500000US05025,05025,"Cleveland County, Arkansas",8689,8689,8689,8669,8639,8593
0500000US05027,05027,"Columbia County, Arkansas",24552,24552,24728,24659,24386,24164
0500000US05029,05029,"Conway County, Arkansas",21273,21271,21251,21173,21250,21245
0500000US05031,05031,"Craighead County, Arkansas",96443,96443,96726,98374,99920,101488
0500000US05033,05033,"Crawford County, Arkansas",61948,61948,61982,61819,61943,61640
0500000US05035,05035,"Crittenden County, Arkansas",50902,50902,50952,50518,50088,49746
0500000US05037,05037,"Cross County, Arkansas",17870,17866,17843,17753,17686,17548
0500000US05039,05039,"Dallas County, Arkansas",8116,8116,8065,8067,7971,7933
0500000US05041,05041,"Desha County, Arkansas",13008,13008,12969,12722,12566,12505
0500000US05043,05043,"Drew County, Arkansas",18509,18509,18674,18702,18773,18785
0500000US05045,05045,"Faulkner County, Arkansas",113237,113237,114127,116426,118692,119580
0500000US05047,05047,"Franklin County, Arkansas",18125,18125,18126,18001,18009,18034
0500000US05049,05049,"Fulton County, Arkansas",12245,12245,12215,12301,12278,12304
0500000US05051,05051,"Garland County, Arkansas",96024,96024,96194,96637,96889,97173
0500000US05053,05053,"Grant County, Arkansas",17853,17853,17883,17943,18013,18019
0500000US05055,05055,"Greene County, Arkansas",42090,42090,42195,42719,43165,43097
0500000US05057,05057,"Hempstead County, Arkansas",22609,22609,22569,22507,22380,22474
0500000US05059,05059,"Hot Spring County, Arkansas",32923,32923,33146,33050,33417,33500
0500000US05061,05061,"Howard County, Arkansas",13789,13789,13826,13841,13749,13581
0500000US05063,05063,"Independence County, Arkansas",36647,36646,36805,36849,37020,36997
0500000US05065,05065,"Izard County, Arkansas",13696,13696,13678,13569,13505,13368
0500000US05067,05067,"Jackson County, Arkansas",17997,17998,18050,17818,17619,17615
0500000US05069,05069,"Jefferson County, Arkansas",77435,77435,77321,76040,74601,73191
0500000US05071,05071,"Johnson County, Arkansas",25540,25540,25536,25654,25866,25846
0500000US05073,05073,"Lafayette County, Arkansas",7645,7645,7633,7542,7423,7252
0500000US05075,05075,"Lawrence County, Arkansas",17415,17412,17501,17261,17028,17011
0500000US05077,05077,"Lee County, Arkansas",10424,10424,10381,10279,10200,10015
0500000US05079,05079,"Lincoln County, Arkansas",14134,14134,14069,14324,14133,14031
0500000US05081,05081,"Little River County, Arkansas",13171,13168,13132,12950,12920,12730
0500000US05083,05083,"Logan County, Arkansas",22353,22353,22315,22291,21987,22082
0500000US05085,05085,"Lonoke County, Arkansas",68356,68356,68696,69376,70025,70753
0500000US05087,05087,"Madison County, Arkansas",15717,15720,15685,15680,15615,15701
0500000US05089,05089,"Marion County, Arkansas",16653,16653,16641,16634,16599,16430
0500000US05091,05091,"Miller County, Arkansas",43462,43462,43526,43742,43620,43402
0500000US05093,05093,"Mississippi County, Arkansas",46480,46480,46372,46039,45529,44765
0500000US05095,05095,"Monroe County, Arkansas",8149,8150,8123,8066,7854,7682
0500000US05097,05097,"Montgomery County, Arkansas",9487,9487,9487,9395,9339,9226
0500000US05099,05099,"Nevada County, Arkansas",8997,8997,8965,8993,8924,8799
0500000US05101,05101,"Newton County, Arkansas",8330,8330,8325,8268,8088,8064
0500000US05103,05103,"Ouachita County, Arkansas",26120,26121,26107,25731,25389,25002
0500000US05105,05105,"Perry County, Arkansas",10445,10441,10440,10366,10310,10345
0500000US05107,05107,"Phillips County, Arkansas",21757,21757,21686,21417,20789,20399
0500000US05109,05109,"Pike County, Arkansas",11291,11291,11280,11251,11280,11177
0500000US05111,05111,"Poinsett County, Arkansas",24583,24583,24541,24428,24270,24145
0500000US05113,05113,"Polk County, Arkansas",20662,20662,20681,20570,20460,20406
0500000US05115,05115,"Pope County, Arkansas",61754,61754,62104,62614,62673,62547
0500000US05117,05117,"Prairie County, Arkansas",8715,8715,8703,8570,8462,8374
0500000US05119,05119,"Pulaski County, Arkansas",382748,382752,383475,386765,388953,391284
0500000US05121,05121,"Randolph County, Arkansas",17969,17969,17950,17987,17885,17692
0500000US05123,05123,"St. Francis County, Arkansas",28258,28258,28173,27944,27859,27260
0500000US05125,05125,"Saline County, Arkansas",107118,107118,107609,109994,111851,114404
0500000US05127,05127,"Scott County, Arkansas",11233,11233,11266,11236,11008,10950
0500000US05129,05129,"Searcy County, Arkansas",8195,8195,8184,8083,8026,8023
0500000US05131,05131,"Sebastian County, Arkansas",125744,125744,125837,126983,127404,127342
0500000US05133,05133,"Sevier County, Arkansas",17058,17058,17137,17175,17194,17366
0500000US05135,05135,"Sharp County, Arkansas",17264,17267,17278,17277,17037,17049
0500000US05137,05137,"Stone County, Arkansas",12394,12394,12419,12585,12661,12581
0500000US05139,05139,"Union County, Arkansas",41639,41639,41580,41411,40907,40694
0500000US05141,05141,"Van Buren County, Arkansas",17295,17294,17298,17138,17074,16932
0500000US05143,05143,"Washington County, Arkansas",203065,203060,204023,207796,211552,216410
0500000US05145,05145,"White County, Arkansas",77076,77076,77339,78107,78622,78483
0500000US05147,05147,"Woodruff County, Arkansas",7260,7264,7246,7203,7084,7072
0500000US05149,05149,"Yell County, Arkansas",22185,22185,22165,21969,21897,21893
0500000US06001,06001,"Alameda County, California",1510271,1510261,1513527,1531324,1553960,1578891
0500000US06003,06003,"Alpine County, California",1175,1175,1158,1112,1138,1159
0500000US06005,06005,"Amador County, California",38091,38091,37855,37493,37003,36519
0500000US06007,06007,"Butte County, California",220000,220000,219914,219913,221016,222090
0500000US06009,06009,"Calaveras County, California",45578,45578,45472,45118,44731,44515
0500000US06011,06011,"Colusa County, California",21419,21419,21459,21407,21355,21358
0500000US06013,06013,"Contra Costa County, California",1049025,1049025,1052700,1065917,1078257,1094205
0500000US06015,06015,"Del Norte County, California",28610,28610,28578,28485,28248,27873
0500000US06017,06017,"El Dorado County, California",181058,181058,181171,180933,180616,181737
0500000US06019,06019,"Fresno County, California",930450,930450,932719,940974,947581,955272
0500000US06021,06021,"Glenn County, California",28122,28122,28101,28173,27957,27940
0500000US06023,06023,"Humboldt County, California",134623,134623,135017,135227,134584,134493
0500000US06025,06025,"Imperial County, California",174528,174528,174750,175895,176768,176584
0500000US06027,06027,"Inyo County, California",18546,18546,18535,18423,18441,18467
0500000US06029,06029,"Kern County, California",839631,839631,841796,849467,855498,864124
0500000US06031,06031,"Kings County, California",152982,152982,152417,151994,151382,150960
0500000US06033,06033,"Lake County, California",64665,64665,64767,64295,63965,63860
0500000US06035,06035,"Lassen County, California",34895,34895,34846,34266,33657,32163
0500000US06037,06037,"Los Angeles County, California",9818605,9818610,9826044,9885201,9951690,10017068
0500000US06039,06039,"Madera County, California",150865,150865,151178,152141,152235,152389
0500000US06041,06041,"Marin County, California",252409,252409,252897,255252,255841,258365
0500000US06043,06043,"Mariposa County, California",18251,18250,18262,18189,17888,17755
0500000US06045,06045,"Mendocino County, California",87841,87840,87766,87434,87373,87192
0500000US06047,06047,"Merced County, California",255793,255798,256752,259620,261632,263228
0500000US06049,06049,"Modoc County, California",9686,9686,9705,9498,9346,9147
0500000US06051,06051,"Mono County, California",14202,14202,14259,14395,14349,14074
0500000US06053,06053,"Monterey County, California",415057,415057,416342,421343,426072,428826
0500000US06055,06055,"Napa County, California",136484,136484,136780,137883,138916,140326
0500000US06057,06057,"Nevada County, California",98764,98764,98774,98714,98267,98200
0500000US06059,06059,"Orange County, California",3010232,3010232,3018026,3053932,3085355,3114363
0500000US06061,06061,"Placer County, California",348432,348432,350137,356946,361420,367309
0500000US06063,06063,"Plumas County, California",20007,20007,19916,19649,19338,18859
0500000US06065,06065,"Riverside County, California",2189641,2189641,2202442,2236086,2264879,2292507
0500000US06067,06067,"Sacramento County, California",1418788,1418788,1421973,1435277,1448053,1462131
0500000US06069,06069,"San Benito County, California",55269,55269,55537,56133,56869,57600
0500000US06071,06071,"San Bernardino County, California",2035210,2035210,2041647,2063143,2077453,2088371
0500000US06073,06073,"San Diego County, California",3095313,3095308,3104182,3138550,3176138,3211252
0500000US06075,06075,"San Francisco County, California",805235,805235,805704,815016,827420,837442
0500000US06077,06077,"San Joaquin County, California",685306,685308,687489,695130,701151,704379
0500000US06079,06079,"San Luis Obispo County, California",269637,269734,270005,271253,274622,276443
0500000US06081,06081,"San Mateo County, California",718451,718451,719756,728288,738681,747373
0500000US06083,06083,"Santa Barbara County, California",423895,423798,424238,425724,430426,435697
0500000US06085,06085,"Santa Clara County, California",1781642,1781658,1786539,1811297,1836025,1862041
0500000US06087,06087,"Santa Cruz County, California",262382,262376,263309,264797,266508,269419
0500000US06089,06089,"Shasta County, California",177223,177223,177284,177917,178368,178980
0500000US06091,06091,"Sierra County, California",3240,3240,3222,3101,3075,3047
0500000US06093,06093,"Siskiyou County, California",44900,44900,44978,44726,44223,43799
0500000US06095,06095,"Solano County, California",413344,413344,414119,416760,420335,424788
0500000US06097,06097,"Sonoma County, California",483878,483878,484698,487549,490596,495025
0500000US06099,06099,"Stanislaus County, California",514453,514451,515281,517849,521450,525491
0500000US06101,06101,"Sutter County, California",94737,94737,94821,94739,94659,95350
0500000US06103,06103,"Tehama County, California",63463,63463,63655,63338,63264,63057
0500000US06105,06105,"Trinity County, California",13786,13786,13756,13718,13506,13448
0500000US06107,06107,"Tulare County, California",442179,442179,443342,447705,451043,454143
0500000US06109,06109,"Tuolumne County, California",55365,55365,55168,54703,54050,53874
0500000US06111,06111,"Ventura County, California",823318,823318,825312,830623,834398,839620
0500000US06113,06113,"Yolo County, California",200849,200849,201136,202080,203838,204593
0500000US06115,06115,"Yuba County, California",72155,72155,72388,72566,72969,73340
0500000US08001,08001,"Adams County, Colorado",441603,441601,443492,451709,460057,469193
0500000US08003,08003,"Alamosa County, Colorado",15445,15445,15900,16101,16123,16253
0500000US08005,08005,"Arapahoe County, Colorado",572003,572075,574757,585827,595850,607070
0500000US08007,08007,"Archuleta County, Colorado",12084,12084,12065,12015,12103,12194
0500000US08009,08009,"Baca County, Colorado",3788,3788,3787,3809,3761,3682
0500000US08011,08011,"Bent County, Colorado",6499,6499,6507,6305,5780,5688
0500000US08013,08013,"Boulder County, Colorado",294567,294571,296318,300506,305297,310048
0500000US08014,08014,"Broomfield County, Colorado",55889,55860,56089,57193,58311,59471
0500000US08015,08015,"Chaffee County, Colorado",17809,17809,17805,18022,18127,18510
0500000US08017,08017,"Cheyenne County, Colorado",1836,1836,1835,1870,1881,1890
0500000US08019,08019,"Clear Creek County, Colorado",9088,9088,9103,9050,9060,9031
0500000US08021,08021,"Conejos County, Colorado",8256,8256,8278,8308,8275,8277
0500000US08023,08023,"Costilla County, Colorado",3524,3524,3528,3641,3593,3518
0500000US08025,08025,"Crowley County, Colorado",5823,5823,5846,5803,5376,5322
0500000US08027,08027,"Custer County, Colorado",4255,4255,4278,4225,4245,4285
0500000US08029,08029,"Delta County, Colorado",30952,30952,30868,30366,30422,30483
0500000US08031,08031,"Denver County, Colorado",600158,600080,603421,620018,634542,649495
0500000US08033,08033,"Dolores County, Colorado",2064,2064,2061,2028,1995,2029
0500000US08035,08035,"Douglas County, Colorado",285465,285465,286909,292393,298417,305963
0500000US08037,08037,"Eagle County, Colorado",52197,52197,52092,51768,51921,52460
0500000US08039,08039,"Elbert County, Colorado",23086,23086,23091,23273,23415,23733
0500000US08041,08041,"El Paso County, Colorado",622263,622263,626691,636878,645439,655044
0500000US08043,08043,"Fremont County, Colorado",46824,46824,46874,47293,46760,46451
0500000US08045,08045,"Garfield County, Colorado",56389,56389,56087,56055,56901,57302
0500000US08047,08047,"Gilpin County, Colorado",5441,5441,5468,5468,5497,5601
0500000US08049,08049,"Grand County, Colorado",14843,14843,14787,14535,14162,14289
0500000US08051,08051,"Gunnison County, Colorado",15324,15324,15374,15427,15439,15507
0500000US08053,08053,"Hinsdale County, Colorado",843,843,846,835,809,813
0500000US08055,08055,"Huerfano County, Colorado",6711,6711,6668,6509,6605,6519
0500000US08057,08057,"Jackson County, Colorado",1394,1394,1383,1379,1346,1365
0500000US08059,08059,"Jefferson County, Colorado",534543,534564,535232,538878,545476,551798
0500000US08061,08061,"Kiowa County, Colorado",1398,1398,1394,1455,1439,1423
0500000US08063,08063,"Kit Carson County, Colorado",8270,8270,8242,8179,8103,8037
0500000US08065,08065,"Lake County, Colorado",7310,7310,7265,7378,7283,7306
0500000US08067,08067,"La Plata County, Colorado",51334,51334,51473,51914,52419,53284
0500000US08069,08069,"Larimer County, Colorado",299630,299630,300482,305137,310686,315988
0500000US08071,08071,"Las Animas County, Colorado",15507,15507,15415,15049,14995,14446
0500000US08073,08073,"Lincoln County, Colorado",5467,5467,5469,5432,5449,5430
0500000US08075,08075,"Logan County, Colorado",22709,22709,22792,22739,22603,22450
0500000US08077,08077,"Mesa County, Colorado",146723,146723,146464,147499,147790,147554
0500000US08079,08079,"Mineral County, Colorado",712,712,704,709,705,721
0500000US08081,08081,"Moffat County, Colorado",13795,13795,13802,13411,13190,13103
0500000US08083,08083,"Montezuma County, Colorado",25535,25535,25536,25441,25432,25642
0500000US08085,08085,"Montrose County, Colorado",41276,41276,41187,40918,40748,40713
0500000US08087,08087,"Morgan County, Colorado",28159,28159,28153,28509,28374,28404
0500000US08089,08089,"Otero County, Colorado",18831,18831,18904,18943,18790,18703
0500000US08091,08091,"Ouray County, Colorado",4436,4436,4459,4430,4532,4557
0500000US08093,08093,"Park County, Colorado",16206,16206,16267,16101,16069,16121
0500000US08095,08095,"Phillips County, Colorado",4442,4442,4459,4368,4374,4356
0500000US08097,08097,"Pitkin County, Colorado",17148,17148,17151,17112,17217,17379
0500000US08099,08099,"Prowers County, Colorado",12551,12551,12568,12498,12416,12291
0500000US08101,08101,"Pueblo County, Colorado",159063,159063,159539,160431,160972,161451
0500000US08103,08103,"Rio Blanco County, Colorado",6666,6666,6641,6815,6808,6807
0500000US08105,08105,"Rio Grande County, Colorado",11982,11982,12018,11933,11939,11803
0500000US08107,08107,"Routt County, Colorado",23509,23509,23423,23176,23247,23513
0500000US08109,08109,"Saguache County, Colorado",6108,6108,6131,6207,6318,6208
0500000US08111,08111,"San Juan County, Colorado",699,699,708,700,685,692
0500000US08113,08113,"San Miguel County, Colorado",7359,7359,7353,7480,7588,7678
0500000US08115,08115,"Sedgwick County, Colorado",2379,2379,2371,2375,2381,2360
0500000US08117,08117,"Summit County, Colorado",27994,27994,28053,27922,28151,28649
0500000US08119,08119,"Teller County, Colorado",23350,23350,23455,23333,23379,23275
0500000US08121,08121,"Washington County, Colorado",4814,4814,4803,4820,4753,4803
0500000US08123,08123,"Weld County, Colorado",252825,252837,254052,258343,263525,269785
0500000US08125,08125,"Yuma County, Colorado",10043,10043,10023,10156,10113,10151
0500000US09001,09001,"Fairfield County, Connecticut",916829,916829,919365,927744,933733,939904
0500000US09003,09003,"Hartford County, Connecticut",894014,894017,895188,896830,897177,898272
0500000US09005,09005,"Litchfield County, Connecticut",189927,189927,189746,188946,187516,186924
0500000US09007,09007,"Middlesex County, Connecticut",165676,165676,165620,166190,165470,165562
0500000US09009,09009,"New Haven County, Connecticut",862477,862474,863380,863761,863604,862287
0500000US09011,09011,"New London County, Connecticut",274055,274055,274105,274033,274534,274150
0500000US09013,09013,"Tolland County, Connecticut",152691,152691,153206,153059,151856,151377
0500000US09015,09015,"Windham County, Connecticut",118428,118428,118600,118385,117875,117604
0500000US10001,10001,"Kent County, Delaware",162310,162313,162922,165189,167540,169416
0500000US10003,10003,"New Castle County, Delaware",538479,538479,538845,542354,546140,549684
0500000US10005,10005,"Sussex County, Delaware",197145,197144,197944,200442,203373,206649
0500000US11001,11001,"District of Columbia, District of Columbia",601723,601767,605125,619624,633427,646449
0500000US12001,12001,"Alachua County, Florida",247336,247336,247680,249653,251801,253451
0500000US12003,12003,"Baker County, Florida",27115,27115,27072,27078,27060,27013
0500000US12005,12005,"Bay County, Florida",168852,168852,169301,169725,172041,174987
0500000US12007,12007,"Bradford County, Florida",28520,28520,28538,28440,27097,26850
0500000US12009,12009,"Brevard County, Florida",543376,543372,544019,544224,547161,550823
0500000US12011,12011,"Broward County, Florida",1748066,1748066,1752757,1784722,1814813,1838844
0500000US12013,12013,"Calhoun County, Florida",14625,14625,14634,14766,14726,14682
0500000US12015,12015,"Charlotte County, Florida",159978,159978,159901,159511,162603,164736
0500000US12017,12017,"Citrus County, Florida",141236,141236,141288,139809,139320,139271
0500000US12019,12019,"Clay County, Florida",190865,190865,191417,192191,194215,196399
0500000US12021,12021,"Collier County, Florida",321520,321520,322680,327712,332528,339642
0500000US12023,12023,"Columbia County, Florida",67531,67532,67606,67357,67923,67543
0500000US12027,12027,"DeSoto County, Florida",34862,34862,34916,34587,34645,34517
0500000US12029,12029,"Dixie County, Florida",16422,16422,16406,16348,16073,15940
0500000US12031,12031,"Duval County, Florida",864263,864263,865799,871803,879736,885855
0500000US12033,12033,"Escambia County, Florida",297619,297619,298068,299459,303615,305817
0500000US12035,12035,"Flagler County, Florida",95696,95696,96069,97333,98445,99956
0500000US12037,12037,"Franklin County, Florida",11549,11549,11532,11491,11634,11598
0500000US12039,12039,"Gadsden County, Florida",46389,47746,47815,47385,46641,46194
0500000US12041,12041,"Gilchrist County, Florida",16939,16939,16985,16982,16859,16931
0500000US12043,12043,"Glades County, Florida",12884,12884,12944,13135,13139,13345
0500000US12045,12045,"Gulf County, Florida",15863,15863,15808,15687,15707,15829
0500000US12047,12047,"Hamilton County, Florida",14799,14799,14674,14595,14722,14354
